User	Video	Orientation	Slant	Label
5	8434	semi-radicalized	0.18	neutral
5	2606	semi-radicalized	0.78	harmful
5	5843	semi-radicalized	0.21	neutral
5	6688	semi-radicalized	0.04	neutral
5	6747	semi-radicalized	0.11	neutral
5	9278	semi-radicalized	0.89	harmful
5	6	semi-radicalized	0.21	neutral
5	8305	semi-radicalized	0.24	neutral
5	7943	semi-radicalized	0.92	harmful
5	8966	semi-radicalized	0.12	neutral
5	2594	semi-radicalized	0.79	harmful
5	8576	semi-radicalized	0.13	neutral
5	397	semi-radicalized	0.22	neutral
5	5301	semi-radicalized	0.78	harmful
5	7876	semi-radicalized	0.21	neutral
5	7998	semi-radicalized	0.07	neutral
5	245	semi-radicalized	0.21	neutral
5	4814	semi-radicalized	0.04	neutral
5	1415	semi-radicalized	0.04	neutral
5	1929	semi-radicalized	0.82	harmful
5	9709	semi-radicalized	0.21	neutral
5	5069	semi-radicalized	0.25	neutral
5	2631	semi-radicalized	0.09	neutral
5	7267	semi-radicalized	0.11	neutral
5	8357	semi-radicalized	0.2	neutral
5	7230	semi-radicalized	0.98	harmful
5	6701	semi-radicalized	0.16	neutral
5	1182	semi-radicalized	0.18	neutral
5	7388	semi-radicalized	0.13	neutral
5	7438	semi-radicalized	0.77	harmful
5	9969	semi-radicalized	0.98	harmful
5	3837	semi-radicalized	0.23	neutral
5	66	semi-radicalized	0.17	neutral
5	8757	semi-radicalized	0.06	neutral
5	259	semi-radicalized	0.76	harmful
5	3090	semi-radicalized	0.06	neutral
5	4281	semi-radicalized	0.94	harmful
5	9835	semi-radicalized	0.11	neutral
5	2281	semi-radicalized	0.09	neutral
5	7874	semi-radicalized	0.08	neutral
5	9525	semi-radicalized	0.15	neutral
5	8851	semi-radicalized	0.18	neutral
5	7976	semi-radicalized	0.83	harmful
5	4034	semi-radicalized	0.04	neutral
5	1110	semi-radicalized	0.85	harmful
5	840	semi-radicalized	0.17	neutral
5	9036	semi-radicalized	0.23	neutral
5	1917	semi-radicalized	0.1	neutral
5	2922	semi-radicalized	0.25	neutral
5	1773	semi-radicalized	0.81	harmful
5	9522	semi-radicalized	0.25	neutral
5	4071	semi-radicalized	0.05	neutral
5	3716	semi-radicalized	0.2	neutral
5	8898	semi-radicalized	0.17	neutral
5	1558	semi-radicalized	0.78	harmful
5	4178	semi-radicalized	0.92	harmful
5	6361	semi-radicalized	0.04	neutral
5	6695	semi-radicalized	0.19	neutral
5	1298	semi-radicalized	0.2	neutral
5	616	semi-radicalized	0.07	neutral
5	7577	semi-radicalized	0.17	neutral
5	8430	semi-radicalized	0.12	neutral
5	7527	semi-radicalized	0.85	harmful
5	2051	semi-radicalized	0.91	harmful
5	7653	semi-radicalized	0.22	neutral
5	4738	semi-radicalized	0.17	neutral
5	6683	semi-radicalized	0.2	neutral
5	6221	semi-radicalized	0.03	neutral
5	1224	semi-radicalized	0.01	neutral
6	3128	non radicalized	0.13	neutral
6	8694	non radicalized	0.1	neutral
6	3530	non radicalized	0.11	neutral
6	1455	non radicalized	0.22	neutral
6	8429	non radicalized	0.18	neutral
6	6293	non radicalized	0.1	neutral
6	1615	non radicalized	0.03	neutral
6	4388	non radicalized	0.09	neutral
6	3545	non radicalized	0.04	neutral
6	4763	non radicalized	0.04	neutral
6	4601	non radicalized	0.16	neutral
6	6967	non radicalized	0.19	neutral
6	1129	non radicalized	0.16	neutral
6	8420	non radicalized	0.22	neutral
6	1082	non radicalized	0.1	neutral
6	2339	non radicalized	0.02	neutral
6	5297	non radicalized	0.15	neutral
6	9228	non radicalized	0.05	neutral
6	4373	non radicalized	0.17	neutral
6	5496	non radicalized	0.19	neutral
6	9350	non radicalized	0.08	neutral
6	6602	non radicalized	0.05	neutral
6	6264	non radicalized	0.18	neutral
6	5808	non radicalized	0.2	neutral
6	9576	non radicalized	0.2	neutral
6	988	non radicalized	0.13	neutral
6	963	non radicalized	0.23	neutral
6	8167	non radicalized	0.2	neutral
6	4334	non radicalized	0.22	neutral
6	6565	non radicalized	0.24	neutral
6	9518	non radicalized	0.11	neutral
6	2685	non radicalized	0.06	neutral
6	1919	non radicalized	0.12	neutral
6	9659	non radicalized	0.2	neutral
6	2340	non radicalized	0.05	neutral
6	8848	non radicalized	0.21	neutral
6	6241	non radicalized	0.15	neutral
6	4868	non radicalized	0.04	neutral
6	6486	non radicalized	0.15	neutral
6	8	non radicalized	0.09	neutral
6	2398	non radicalized	0.01	neutral
6	8470	non radicalized	0.19	neutral
6	6271	non radicalized	0.08	neutral
6	5288	non radicalized	0.19	neutral
6	2228	non radicalized	0.18	neutral
6	90	non radicalized	0.2	neutral
6	3022	non radicalized	0.2	neutral
6	7292	non radicalized	0.1	neutral
6	446	non radicalized	0.1	neutral
6	4999	non radicalized	0.17	neutral
6	4341	non radicalized	0.03	neutral
6	5076	non radicalized	0.07	neutral
6	9240	non radicalized	0.08	neutral
6	9450	non radicalized	0.2	neutral
6	6870	non radicalized	0.22	neutral
6	9474	non radicalized	0.2	neutral
6	2919	non radicalized	0.14	neutral
6	9118	non radicalized	0.02	neutral
6	7625	non radicalized	0.1	neutral
6	5217	non radicalized	0.02	neutral
6	8642	non radicalized	0.05	neutral
6	9462	non radicalized	0.01	neutral
6	8629	non radicalized	0.08	neutral
6	7592	non radicalized	0.05	neutral
6	818	non radicalized	0.05	neutral
6	1260	non radicalized	0.07	neutral
6	8309	non radicalized	0.07	neutral
6	908	non radicalized	0.06	neutral
6	8555	non radicalized	0.24	neutral
6	2997	non radicalized	0.15	neutral
6	1377	non radicalized	0.22	neutral
6	9437	non radicalized	0.05	neutral
6	1248	non radicalized	0.15	neutral
6	5866	non radicalized	0.13	neutral
6	3224	non radicalized	0.03	neutral
6	3199	non radicalized	0.01	neutral
6	9779	non radicalized	0.18	neutral
6	9243	non radicalized	0.01	neutral
6	6048	non radicalized	0.2	neutral
6	3622	non radicalized	0.12	neutral
6	637	non radicalized	0.08	neutral
6	4541	non radicalized	0.23	neutral
6	2789	non radicalized	0.06	neutral
7	9372	semi-radicalized	0.77	harmful
7	7577	semi-radicalized	0.17	neutral
7	9917	semi-radicalized	0.17	neutral
7	4738	semi-radicalized	0.17	neutral
7	2281	semi-radicalized	0.09	neutral
7	1046	semi-radicalized	0.11	neutral
7	8898	semi-radicalized	0.17	neutral
7	9064	semi-radicalized	0.08	neutral
7	1917	semi-radicalized	0.1	neutral
7	7653	semi-radicalized	0.22	neutral
7	2272	semi-radicalized	0.13	neutral
7	6695	semi-radicalized	0.19	neutral
7	4034	semi-radicalized	0.04	neutral
7	840	semi-radicalized	0.17	neutral
7	9522	semi-radicalized	0.25	neutral
7	6047	semi-radicalized	0.21	neutral
7	1997	semi-radicalized	0.19	neutral
7	9036	semi-radicalized	0.23	neutral
7	25	semi-radicalized	0.05	neutral
7	8227	semi-radicalized	0.15	neutral
7	6503	semi-radicalized	0.89	harmful
7	8384	semi-radicalized	0.23	neutral
7	4492	semi-radicalized	0.21	neutral
7	4491	semi-radicalized	0.84	harmful
7	8851	semi-radicalized	0.18	neutral
7	3716	semi-radicalized	0.2	neutral
7	8788	semi-radicalized	0.08	neutral
7	2098	semi-radicalized	0.23	neutral
7	319	semi-radicalized	0.14	neutral
7	4737	semi-radicalized	1.0	harmful
7	5775	semi-radicalized	0.13	neutral
7	1514	semi-radicalized	0.02	neutral
7	1434	semi-radicalized	0.79	harmful
7	4723	semi-radicalized	0.95	harmful
7	2280	semi-radicalized	0.07	neutral
7	8419	semi-radicalized	0.96	harmful
7	7388	semi-radicalized	0.13	neutral
7	4098	semi-radicalized	0.92	harmful
7	4076	semi-radicalized	0.2	neutral
7	1910	semi-radicalized	0.19	neutral
7	2090	semi-radicalized	0.8	harmful
7	779	semi-radicalized	0.81	harmful
7	8003	semi-radicalized	0.78	harmful
7	3837	semi-radicalized	0.23	neutral
7	32	semi-radicalized	0.17	neutral
7	153	semi-radicalized	0.11	neutral
7	4349	semi-radicalized	0.87	harmful
7	8575	semi-radicalized	0.21	neutral
7	3343	semi-radicalized	0.09	neutral
7	9225	semi-radicalized	0.18	neutral
7	6318	semi-radicalized	0.9	harmful
7	7467	semi-radicalized	0.05	neutral
7	3867	semi-radicalized	0.21	neutral
7	9413	semi-radicalized	0.86	harmful
7	397	semi-radicalized	0.22	neutral
7	443	semi-radicalized	0.1	neutral
7	2760	semi-radicalized	0.96	harmful
7	8757	semi-radicalized	0.06	neutral
7	5588	semi-radicalized	0.14	neutral
7	4413	semi-radicalized	0.06	neutral
7	2034	semi-radicalized	0.14	neutral
7	8357	semi-radicalized	0.2	neutral
7	8903	semi-radicalized	0.17	neutral
7	1415	semi-radicalized	0.04	neutral
7	1747	semi-radicalized	0.75	harmful
7	5069	semi-radicalized	0.25	neutral
7	5950	semi-radicalized	0.94	harmful
7	6	semi-radicalized	0.21	neutral
7	8576	semi-radicalized	0.13	neutral
7	7876	semi-radicalized	0.21	neutral
7	4814	semi-radicalized	0.04	neutral
7	2132	semi-radicalized	0.82	harmful
7	6688	semi-radicalized	0.04	neutral
7	1263	semi-radicalized	0.01	neutral
8	5071	non radicalized	0.03	neutral
8	7088	non radicalized	0.1	neutral
8	886	non radicalized	0.05	neutral
8	6902	non radicalized	0.03	neutral
8	7792	non radicalized	0.11	neutral
8	9670	non radicalized	0.03	neutral
8	7845	non radicalized	0.23	neutral
8	590	non radicalized	0.12	neutral
8	6715	non radicalized	0.13	neutral
8	4170	non radicalized	0.2	neutral
8	395	non radicalized	0.11	neutral
8	3258	non radicalized	0.19	neutral
8	7522	non radicalized	0.08	neutral
8	5677	non radicalized	0.02	neutral
8	900	non radicalized	0.24	neutral
8	4053	non radicalized	0.05	neutral
8	741	non radicalized	0.13	neutral
8	2915	non radicalized	0.12	neutral
8	5229	non radicalized	0.0	neutral
8	8567	non radicalized	0.02	neutral
8	1174	non radicalized	0.02	neutral
8	2981	non radicalized	0.12	neutral
8	8596	non radicalized	0.09	neutral
8	7967	non radicalized	0.09	neutral
8	9668	non radicalized	0.07	neutral
8	6306	non radicalized	0.24	neutral
8	4173	non radicalized	0.06	neutral
8	5647	non radicalized	0.08	neutral
8	3822	non radicalized	0.05	neutral
8	1720	non radicalized	0.18	neutral
8	1664	non radicalized	0.16	neutral
8	2625	non radicalized	0.11	neutral
8	9788	non radicalized	0.21	neutral
8	3312	non radicalized	0.2	neutral
8	9055	non radicalized	0.01	neutral
8	8096	non radicalized	0.12	neutral
8	2709	non radicalized	0.02	neutral
8	4025	non radicalized	0.23	neutral
8	7143	non radicalized	0.09	neutral
8	8021	non radicalized	0.78	harmful
8	8810	non radicalized	0.12	neutral
8	2506	non radicalized	0.04	neutral
8	4390	non radicalized	0.19	neutral
8	2088	non radicalized	0.19	neutral
8	7972	non radicalized	0.12	neutral
8	6140	non radicalized	0.1	neutral
8	2819	non radicalized	0.21	neutral
8	4522	non radicalized	0.03	neutral
8	9920	non radicalized	0.15	neutral
8	525	non radicalized	0.03	neutral
8	8126	non radicalized	0.12	neutral
8	9762	non radicalized	0.89	harmful
8	956	non radicalized	0.17	neutral
8	4709	non radicalized	0.24	neutral
8	4138	non radicalized	0.1	neutral
8	8038	non radicalized	0.24	neutral
8	1304	non radicalized	0.18	neutral
8	3643	non radicalized	0.03	neutral
8	5715	non radicalized	0.24	neutral
8	4987	non radicalized	0.2	neutral
8	6529	non radicalized	0.0	neutral
8	1090	non radicalized	0.21	neutral
8	6177	non radicalized	0.15	neutral
8	6943	non radicalized	0.04	neutral
8	7684	non radicalized	0.86	harmful
8	8138	non radicalized	0.1	neutral
8	7099	non radicalized	0.16	neutral
